['11542', 'Yearly', '6939 days']
['42241', 'Yearly', '2922 days']
['45396', 'Daily', '35 days']
['42244', 'Daily', '34 days']
['42247', 'One-off', '17675 days']
['42246', 'Monthly', '1127 days']
['42249', 'One-off', '17821 days']
['42248', 'Yearly', '2192 days']
['51895', 'Monthly', '2618 days']
['6059', 'Monthly', '1369 days']
['6055', 'Monthly', '485 days']
['16287', 'Yearly', '2192 days']
['6050', 'One-off', '16199 days']
['10006', 'One-off', '14094 days']
['10007', 'Daily', '24 days']
['34868', 'Monthly', '2161 days']
['42867', 'Daily', '46 days']
['42866', 'Monthly', '1064 days']
['42861', 'Monthly', '1188 days']
['42869', 'Monthly', '975 days']
['42868', 'Daily', '24 days']
['25457', 'One-off', '10052 days']
['29869', 'One-off', '9524 days']
['25454', 'Daily', '42 days']
['14054', 'Monthly', '153 days']
['29861', 'Daily', '14 days']
['16129', 'One-off', '17214 days']
['40109', 'Monthly', '2739 days']
['5375', 'Yearly', '9497 days']
['5371', 'Daily', '44 days']
['5370', 'Daily', '21 days']
['5372', 'Daily', '16 days']
['17854', 'One-off', '11458 days']
['17855', 'Yearly', '5479 days']
['15988', 'Yearly', '1827 days']
['15989', 'Monthly', '942 days']
['15986', 'Daily', '27 days']
['15984', 'One-off', '14795 days']
['15982', 'Daily', '34 days']
['15983', 'Yearly', '4383 days']
['15980', 'Daily', '15 days']
['18456', 'One-off', '10637 days']
['49028', 'Yearly', '12053 days']
['8192', 'Monthly', '579 days']
['28804', 'Monthly', '487 days']
['12444', 'Yearly', '5114 days']
['28809', 'Daily', '55 days']
['28808', 'Daily', '16 days']
['46036', 'Yearly', '3653 days']
['42590', 'Monthly', '884 days']
['9305', 'Monthly', '365 days']
['8196', 'Monthly', '1614 days']
['46034', 'Yearly', '16071 days']
['46035', 'One-off', '10265 days']
['12518', 'Daily', '36 days']
['12440', 'One-off', '13762 days']
['12515', 'Daily', '16 days']
['12516', 'Daily', '18 days']
['46033', 'Monthly', '823 days']
['50974', 'Daily', '33 days']
['7426', 'Yearly', '12783 days']
['7425', 'Monthly', '1125 days']
['7424', 'Yearly', '6575 days']
['7423', 'One-off', '9208 days']
['50971', 'Yearly', '4018 days']
['7421', 'Monthly', '2648 days']
['7420', 'Monthly', '334 days']
['18558', 'One-off', '9097 days']
['46031', 'Yearly', '7671 days']
['7429', 'Daily', '47 days']
['7428', 'Yearly', '6939 days']
['12449', 'One-off', '14517 days']
['10854', 'Monthly', '1735 days']
['10853', 'Monthly', '365 days']
['10851', 'Yearly', '9862 days']
['15771', 'Yearly', '2192 days']
['9300', 'One-off', '9593 days']
['19533', 'One-off', '10183 days']
['19531', 'Monthly', '1734 days']
['19537', 'Yearly', '1461 days']
['19536', 'Monthly', '730 days']
['19534', 'Monthly', '2223 days']
['19539', 'Daily', '3 days']
['19538', 'Monthly', '2618 days']
['43382', 'One-off', '17681 days']
['43381', 'One-off', '16030 days']
['43387', 'Yearly', '11688 days']
['43389', 'Yearly', '8036 days']
['43388', 'Monthly', '2375 days']
['46353', 'Monthly', '92 days']
['46351', 'Monthly', '91 days']
['49129', 'Yearly', '3653 days']
['46356', 'Yearly', '6940 days']
['46354', 'Daily', '45 days']
['49125', 'Monthly', '2434 days']
['49124', 'One-off', '10130 days']
['46359', 'Yearly', '11688 days']
['49126', 'One-off', '11821 days']
['9303', 'Monthly', '1461 days']
['49120', 'Daily', '37 days']
['49123', 'Monthly', '2344 days']
['39937', 'Monthly', '1156 days']
['11727', 'Yearly', '2922 days']
['57161', 'Yearly', '6209 days']
['11723', 'Daily', '25 days']
['57164', 'Yearly', '3652 days']
['57165', 'Monthly', '2191 days']
['43652', 'Monthly', '792 days']
['43656', 'Daily', '45 days']
['52609', 'Yearly', '9862 days']
['52605', 'Monthly', '1612 days']
['17076', 'Monthly', '1918 days']
['52600', 'Yearly', '8036 days']
['52601', 'Monthly', '1158 days']
['52602', 'One-off', '12774 days']
['52603', 'One-off', '11372 days']
['9698', 'Yearly', '4748 days']
['9699', 'Yearly', '4383 days']
['9696', 'Daily', '9 days']
['9694', 'One-off', '16530 days']
['9695', 'Yearly', '14244 days']
['9690', 'Yearly', '10227 days']
['9691', 'One-off', '17296 days']
['54609', 'One-off', '10713 days']
['54603', 'Yearly', '6575 days']
['54607', 'One-off', '13297 days']
['54604', 'Yearly', '13149 days']
['20564', 'Yearly', '3653 days']
['48295', 'Yearly', '5844 days']
['20566', 'Yearly', '13149 days']
['48297', 'Monthly', '365 days']
['20560', 'Yearly', '7305 days']
['20561', 'Daily', '6 days']
['48292', 'One-off', '10732 days']
['20563', 'Yearly', '1461 days']
['48748', 'Monthly', '334 days']
['48742', 'Monthly', '973 days']
['48743', 'Monthly', '1492 days']
['48746', 'Monthly', '1461 days']
['57838', 'One-off', '9112 days']
['57839', 'One-off', '16787 days']
['57834', 'Monthly', '1249 days']
['57835', 'Monthly', '1308 days']
['57836', 'Daily', '4 days']
['29326', 'Daily', '25 days']
['29321', 'Monthly', '1461 days']
['57831', 'Yearly', '9132 days']
['57832', 'One-off', '9533 days']
['57833', 'One-off', '9088 days']
['30850', 'Daily', '10 days']
['30853', 'Yearly', '4017 days']
['30855', 'Yearly', '13514 days']
['30854', 'Yearly', '10592 days']
['18310', 'Monthly', '549 days']
['10428', 'Monthly', '1492 days']
['28498', 'Monthly', '2557 days']
['28499', 'One-off', '10202 days']
['23148', 'Daily', '3 days']
['23147', 'Monthly', '184 days']
['28497', 'Daily', '10 days']
['28490', 'Yearly', '4383 days']
['23142', 'Yearly', '5844 days']
['28492', 'One-off', '11617 days']
['28493', 'One-off', '11035 days']
['16217', 'Monthly', '2464 days']
['22238', 'Monthly', '2280 days']
['19244', 'Monthly', '123 days']
['22236', 'Yearly', '8035 days']
['22237', 'Yearly', '5113 days']
['22235', 'Daily', '39 days']
['16215', 'Yearly', '14610 days']
['22231', 'Daily', '6 days']
['53632', 'One-off', '12131 days']
['9315', 'Daily', '7 days']
['52418', 'Monthly', '700 days']
['16211', 'Daily', '30 days']
['24698', 'Yearly', '8035 days']
['24699', 'Monthly', '730 days']
['24696', 'Yearly', '9132 days']
['9313', 'Daily', '50 days']
['24694', 'Monthly', '2069 days']
['19242', 'Yearly', '3653 days']
['24692', 'Yearly', '6940 days']
['9312', 'Daily', '44 days']
['3899', 'Monthly', '1826 days']
['57995', 'Yearly', '6575 days']
['55155', 'Monthly', '730 days']
['55154', 'Yearly', '10593 days']
['3890', 'Monthly', '1918 days']
['55156', 'Daily', '49 days']
['28146', 'Daily', '22 days']
['28144', 'Daily', '8 days']
['28145', 'Daily', '19 days']
['38919', 'Yearly', '6209 days']
['38910', 'One-off', '15886 days']
['38912', 'One-off', '12990 days']
['38914', 'Yearly', '3287 days']
['35579', 'Daily', '29 days']
['8955', 'Monthly', '1400 days']
['31898', 'Monthly', '2557 days']
['35571', 'One-off', '9199 days']
['8952', 'Monthly', '2616 days']
['35573', 'One-off', '15936 days']
['16218', 'Yearly', '1826 days']
['35575', 'Daily', '4 days']
['31893', 'Daily', '31 days']
['35577', 'One-off', '14816 days']
['35576', 'Yearly', '14244 days']
['54949', 'Monthly', '1980 days']
['51729', 'Daily', '53 days']
['51722', 'Yearly', '7670 days']
['51723', 'Yearly', '7305 days']
['51721', 'One-off', '13885 days']
['51726', 'Yearly', '1096 days']
['51727', 'Yearly', '10957 days']
['51725', 'Yearly', '11323 days']
['56718', 'Monthly', '1338 days']
['56712', 'Yearly', '8401 days']
['56710', 'Yearly', '5479 days']
['56711', 'One-off', '11257 days']
['56714', 'Monthly', '365 days']
['49681', 'Yearly', '12053 days']
['8958', 'Daily', '50 days']
['14453', 'Monthly', '2131 days']
['27341', 'Monthly', '1157 days']
['27340', 'One-off', '10117 days']
['27344', 'Yearly', '8400 days']
['27347', 'Monthly', '1523 days']
['25277', 'Yearly', '6574 days']
['25279', 'Yearly', '5478 days']
['24528', 'One-off', '10492 days']
['14451', 'Yearly', '2557 days']
['52411', 'Monthly', '1767 days']
['57445', 'Monthly', '2406 days']
['57444', 'Daily', '55 days']
['39793', 'Monthly', '549 days']
['39792', 'Yearly', '5478 days']
['57440', 'Daily', '35 days']
['57443', 'Monthly', '2284 days']
['57442', 'Daily', '27 days']
['39799', 'Yearly', '5479 days']
['57449', 'One-off', '15555 days']
['33138', 'Monthly', '152 days']
['33133', 'Yearly', '9497 days']
['33131', 'Monthly', '731 days']
['33130', 'Yearly', '7305 days']
['3563', 'Yearly', '11688 days']
['3560', 'Monthly', '1675 days']
['3567', 'One-off', '13934 days']
['3564', 'Yearly', '8766 days']
['3568', 'Daily', '26 days']
['3569', 'Daily', '20 days']
['41469', 'Yearly', '10227 days']
['41462', 'Daily', '38 days']
['41463', 'Monthly', '242 days']
['41465', 'Monthly', '823 days']
['41466', 'Yearly', '5844 days']
['40732', 'Yearly', '4748 days']
['40731', 'Daily', '6 days']
['40737', 'One-off', '15996 days']
['40736', 'Monthly', '519 days']
['40734', 'Yearly', '7305 days']
['33793', 'One-off', '14971 days']
['33792', 'Monthly', '1764 days']
['33790', 'Monthly', '395 days']
['14619', 'Monthly', '153 days']
['33794', 'Monthly', '1491 days']
['14615', 'Yearly', '5113 days']
['50347', 'Daily', '38 days']
['14611', 'Yearly', '4018 days']
['14610', 'Daily', '28 days']
['38679', 'Monthly', '1643 days']
['38675', 'One-off', '15390 days']
['38674', 'Yearly', '6574 days']
['38677', 'Yearly', '9131 days']
['38671', 'One-off', '17704 days']
['38670', 'Yearly', '10227 days']
['30447', 'Monthly', '1765 days']
['30443', 'Yearly', '6939 days']
['30440', 'One-off', '15208 days']
['31798', 'Monthly', '546 days']
['31793', 'Monthly', '2071 days']
['31795', 'Monthly', '792 days']
['31794', 'One-off', '15664 days']
['18069', 'Monthly', '2345 days']
['18063', 'Yearly', '5479 days']
['18060', 'Daily', '24 days']
['33862', 'Daily', '13 days']
['33865', 'Yearly', '11323 days']
['18067', 'One-off', '13245 days']
['33867', 'Yearly', '12053 days']
['33280', 'One-off', '16864 days']
['11806', 'Daily', '34 days']
['45073', 'Yearly', '3653 days']
['47172', 'Monthly', '1918 days']
['47173', 'Daily', '23 days']
['47178', 'Monthly', '1492 days']
['15258', 'Daily', '12 days']
['15253', 'Monthly', '1219 days']
['15257', 'Yearly', '3287 days']
['15255', 'One-off', '12300 days']
['31427', 'Yearly', '7670 days']
['35967', 'Monthly', '184 days']
['35964', 'Daily', '52 days']
['39239', 'Monthly', '1003 days']
['31423', 'Monthly', '1248 days']
['31422', 'Yearly', '13879 days']
['35960', 'Daily', '47 days']
['39230', 'Yearly', '3653 days']
['39236', 'Daily', '44 days']
['31429', 'Monthly', '1217 days']
['31428', 'Monthly', '1157 days']
['32862', 'One-off', '10003 days']
['19738', 'Yearly', '4748 days']
['16509', 'Yearly', '2557 days']
['19733', 'Monthly', '1065 days']
['19732', 'Yearly', '12783 days']
['12619', 'Yearly', '1095 days']
['12618', 'Monthly', '1614 days']
['12617', 'Daily', '20 days']
['12615', 'Yearly', '9497 days']
['12612', 'One-off', '17480 days']
['12610', 'Yearly', '8766 days']
['33286', 'Monthly', '2312 days']
['21019', 'One-off', '13216 days']
['21018', 'Daily', '39 days']
['21017', 'Yearly', '6940 days']
['57253', 'Monthly', '1583 days']
['21013', 'One-off', '16141 days']
['19886', 'Yearly', '5478 days']
['19885', 'Yearly', '1096 days']
['19884', 'Monthly', '1734 days']
['4714', 'One-off', '9995 days']
['4716', 'Daily', '37 days']
['4711', 'Monthly', '2374 days']
['4719', 'Yearly', '6940 days']
['43418', 'Monthly', '153 days']
['43413', 'Yearly', '13514 days']
['18282', 'Yearly', '5113 days']
['43417', 'Monthly', '2739 days']
['46629', 'Yearly', '4383 days']
['14701', 'Daily', '55 days']
['46623', 'One-off', '13065 days']
['46622', 'Daily', '23 days']
['46621', 'Yearly', '16071 days']
['46620', 'One-off', '15311 days']
['46625', 'Yearly', '14610 days']
['41811', 'Yearly', '14975 days']
['41813', 'One-off', '9476 days']
['41812', 'Daily', '9 days']
['41814', 'Daily', '35 days']
['41817', 'Daily', '29 days']
['17679', 'Monthly', '1979 days']
['41819', 'One-off', '14523 days']
['41818', 'Monthly', '2284 days']
['17673', 'Monthly', '304 days']
['17670', 'Yearly', '12053 days']
['17671', 'Yearly', '1461 days']
['13568', 'Monthly', '1673 days']
['55420', 'Daily', '43 days']
['13566', 'Monthly', '1704 days']
['13567', 'Daily', '18 days']
['13565', 'Monthly', '396 days']
['13562', 'One-off', '9250 days']
['13563', 'One-off', '16459 days']
['13560', 'Monthly', '1522 days']
['32421', 'Daily', '9 days']
['32426', 'Yearly', '12784 days']
['32427', 'Yearly', '4018 days']
['20768', 'One-off', '13517 days']
['20766', 'Yearly', '5114 days']
['20767', 'Daily', '54 days']
['20763', 'One-off', '12638 days']
['20760', 'Daily', '13 days']
['52576', 'Daily', '5 days']
['48502', 'Daily', '47 days']
['48503', 'One-off', '16287 days']
['48508', 'Yearly', '6574 days']
['48509', 'Monthly', '851 days']
['44661', 'One-off', '17635 days']
['44660', 'One-off', '9919 days']
['44663', 'Daily', '44 days']
['44665', 'Daily', '6 days']
['44667', 'Monthly', '2436 days']
['7240', 'Yearly', '6574 days']
['54445', 'Daily', '55 days']
['38549', 'One-off', '13721 days']
['54448', 'Monthly', '518 days']
['41103', 'Daily', '9 days']
['41102', 'Daily', '8 days']
['41101', 'Yearly', '2922 days']
['41100', 'Daily', '52 days']
['41107', 'Yearly', '8036 days']
['41106', 'Yearly', '10958 days']
['41105', 'Daily', '50 days']
['41109', 'Monthly', '2435 days']
['14930', 'Yearly', '11688 days']
['14931', 'Yearly', '6939 days']
['14933', 'Yearly', '5114 days']
['14934', 'Yearly', '10957 days']
['14937', 'Monthly', '2131 days']
['14938', 'Yearly', '4018 days']
['8748', 'Yearly', '6575 days']
['44085', 'Yearly', '11323 days']
['44084', 'Monthly', '1185 days']
['44087', 'Monthly', '609 days']
['44081', 'Yearly', '1096 days']
['44080', 'Yearly', '2191 days']
['44082', 'One-off', '13539 days']
['44089', 'Monthly', '1980 days']
['36808', 'One-off', '13194 days']
['31685', 'One-off', '11143 days']
['13958', 'Yearly', '6210 days']
['9868', 'Yearly', '7305 days']
['9861', 'Daily', '3 days']
['9860', 'Monthly', '153 days']
['9866', 'One-off', '12940 days']
['28304', 'Yearly', '9497 days']
['11147', 'Daily', '53 days']
['11144', 'Yearly', '3287 days']
['11145', 'Monthly', '122 days']
['11142', 'Yearly', '10957 days']
['11143', 'Monthly', '577 days']
['11140', 'Daily', '38 days']
['28303', 'Daily', '46 days']
['28308', 'One-off', '9157 days']
['11148', 'One-off', '11065 days']
['33094', 'Monthly', '306 days']
['51252', 'Yearly', '4018 days']
['51256', 'Monthly', '91 days']
['51255', 'One-off', '10698 days']
['51259', 'One-off', '12757 days']
['48889', 'One-off', '13825 days']
['48888', 'Monthly', '244 days']
['48886', 'Monthly', '90 days']
['25071', 'One-off', '14014 days']
['25070', 'Monthly', '1217 days']
['25073', 'Monthly', '2710 days']
['25072', 'Daily', '51 days']
['25075', 'Yearly', '6940 days']
['25079', 'Yearly', '2922 days']
['56154', 'One-off', '10906 days']
['56155', 'One-off', '11061 days']
['56156', 'Monthly', '243 days']
['56157', 'Monthly', '2616 days']
['56150', 'Yearly', '9497 days']
['56151', 'Daily', '31 days']
['56153', 'Monthly', '943 days']
['56158', 'Monthly', '548 days']
['56159', 'Daily', '51 days']
['57287', 'Monthly', '761 days']
['57286', 'Daily', '23 days']
['57285', 'Yearly', '11688 days']
['57281', 'Daily', '25 days']
['57289', 'One-off', '17322 days']
['57288', 'Daily', '51 days']
['51876', 'Yearly', '2922 days']
['16267', 'Monthly', '2222 days']
['16265', 'Monthly', '1338 days']
['51873', 'Yearly', '12784 days']
['16260', 'One-off', '12798 days']
['16261', 'Monthly', '92 days']
['16269', 'Monthly', '882 days']
['36859', 'Monthly', '304 days']
['36852', 'One-off', '16409 days']
['36850', 'Monthly', '153 days']
['36855', 'Yearly', '6940 days']
['9088', 'Monthly', '123 days']
['9087', 'Daily', '29 days']
['9085', 'Monthly', '183 days']
['9082', 'Monthly', '1218 days']
['9080', 'Daily', '18 days']
['49375', 'Monthly', '883 days']
['49376', 'Monthly', '2709 days']
['49377', 'Daily', '10 days']
['49370', 'Yearly', '7305 days']
['44205', 'Monthly', '790 days']
['49373', 'Monthly', '1980 days']
['22869', 'Yearly', '5113 days']
['44203', 'Yearly', '5478 days']
['22861', 'One-off', '17948 days']
['22860', 'Yearly', '4018 days']
['22866', 'Monthly', '2345 days']
['44202', 'Monthly', '2038 days']
['44201', 'Daily', '18 days']
['51467', 'Daily', '19 days']
['51469', 'One-off', '9609 days']
['58269', 'Monthly', '608 days']
['58265', 'One-off', '9452 days']
['58260', 'Monthly', '2465 days']
['58261', 'Daily', '9 days']
['58262', 'Yearly', '3287 days']
['58263', 'Daily', '4 days']
['37810', 'Monthly', '1247 days']
['37811', 'Daily', '32 days']
['37813', 'Yearly', '13879 days']
['37815', 'Daily', '4 days']
['37816', 'Monthly', '1369 days']
['37817', 'Monthly', '518 days']
['37819', 'Yearly', '2191 days']
['3178', 'One-off', '13248 days']
['15072', 'Daily', '22 days']
['3172', 'One-off', '15236 days']
['27560', 'Daily', '25 days']
['27563', 'Monthly', '123 days']
['27565', 'Yearly', '2192 days']
['27564', 'Yearly', '8035 days']
['15079', 'Daily', '17 days']
['25841', 'Monthly', '2191 days']
['25842', 'Yearly', '11688 days']
['25844', 'Yearly', '13149 days']
['25845', 'Yearly', '2922 days']
['25848', 'Monthly', '1673 days']
['25849', 'Monthly', '1980 days']
['31221', 'One-off', '10049 days']
['29178', 'Monthly', '2342 days']
['31224', 'Monthly', '1369 days']
['31227', 'Daily', '35 days']
['31226', 'Monthly', '548 days']
['31229', 'Daily', '4 days']
['29176', 'Monthly', '1734 days']
['29171', 'Daily', '44 days']
['29172', 'Daily', '22 days']
['29173', 'Monthly', '1402 days']
['34541', 'Monthly', '2343 days']
['9387', 'One-off', '15686 days']
['34547', 'One-off', '15725 days']
['34546', 'One-off', '9142 days']
['34549', 'Daily', '54 days']
['34548', 'Yearly', '6940 days']
['50399', 'Yearly', '1827 days']
['50394', 'Yearly', '8401 days']
['50397', 'Monthly', '2437 days']
['50390', 'Monthly', '913 days']
['50392', 'Monthly', '2646 days']
['55348', 'Yearly', '4383 days']
['55349', 'Yearly', '5478 days']
['55345', 'Daily', '29 days']
['55347', 'Monthly', '1219 days']
['55343', 'Monthly', '701 days']
['24711', 'One-off', '16723 days']
['24710', 'Daily', '46 days']
['24717', 'Monthly', '1461 days']
['24716', 'Monthly', '181 days']
['24714', 'One-off', '11296 days']
['50642', 'One-off', '11362 days']
['24719', 'Monthly', '851 days']
['24718', 'Yearly', '6940 days']
['50645', 'Yearly', '8401 days']
['42240', 'Daily', '19 days']
['22009', 'One-off', '15301 days']
['22008', 'Daily', '8 days']
['22000', 'Monthly', '151 days']
['22005', 'Monthly', '2740 days']
['22004', 'Yearly', '10227 days']
['22007', 'Daily', '42 days']
['22006', 'Monthly', '2162 days']
['31912', 'Monthly', '2526 days']
['31911', 'Monthly', '1706 days']
['31910', 'Daily', '36 days']
['31916', 'Yearly', '2192 days']
['4655', 'Monthly', '92 days']
['4657', 'Daily', '52 days']
['4656', 'Yearly', '10957 days']
['4650', 'Yearly', '4749 days']
['4653', 'Monthly', '2677 days']
['4652', 'Monthly', '2647 days']
['51114', 'Monthly', '2680 days']
['51111', 'Yearly', '12419 days']
['51113', 'Yearly', '2922 days']
['6056', 'Monthly', '1706 days']
['36338', 'Monthly', '1735 days']
['36339', 'Yearly', '4748 days']
['36337', 'Daily', '49 days']
['36334', 'Yearly', '6575 days']
['36335', 'Monthly', '2587 days']
['36332', 'One-off', '17601 days']
['36333', 'Monthly', '2709 days']
['41345', 'One-off', '17479 days']
['41342', 'Monthly', '2497 days']
['41699', 'Yearly', '12053 days']
['15868', 'Monthly', '304 days']
['15865', 'Yearly', '13880 days']
['15864', 'Yearly', '9862 days']
['41691', 'Yearly', '11688 days']
['15866', 'Yearly', '11688 days']
['15860', 'Yearly', '13149 days']
['41694', 'Yearly', '1461 days']
['26996', 'One-off', '9945 days']
['18929', 'Daily', '39 days']
['18927', 'Monthly', '213 days']
['18926', 'Yearly', '10227 days']
['30639', 'Yearly', '12784 days']
['30631', 'Yearly', '1461 days']
['30633', 'One-off', '14769 days']
['30632', 'One-off', '18090 days']
['30635', 'Daily', '4 days']
['30637', 'Yearly', '8766 days']
['30636', 'Yearly', '16071 days']
['7678', 'Yearly', '1826 days']
['7679', 'Monthly', '1004 days']
['7676', 'Daily', '14 days']
['7677', 'Monthly', '2222 days']
['7674', 'Monthly', '2649 days']
['7672', 'Daily', '36 days']
['7673', 'Monthly', '2253 days']
['7671', 'One-off', '15601 days']
['37177', 'Daily', '33 days']
['37175', 'Daily', '46 days']
['37174', 'Yearly', '10227 days']
['37173', 'Yearly', '8766 days']
['37171', 'Yearly', '8766 days']
['37644', 'One-off', '12030 days']
['18742', 'Daily', '23 days']
['40568', 'One-off', '13078 days']
['40569', 'One-off', '16352 days']
['40562', 'One-off', '12316 days']
['40563', 'Yearly', '2191 days']
['40560', 'Monthly', '946 days']
['40561', 'Yearly', '6940 days']
['40566', 'One-off', '14924 days']
['40564', 'Monthly', '2253 days']
['40565', 'Monthly', '1734 days']
['47691', 'Yearly', '3652 days']
['47690', 'Yearly', '8401 days']
['47692', 'One-off', '14253 days']
['47695', 'Daily', '13 days']
['14409', 'Monthly', '1158 days']
['47696', 'Yearly', '2922 days']
['14404', 'Yearly', '12054 days']
['14405', 'Daily', '35 days']
['13835', 'Daily', '20 days']
['13836', 'Yearly', '4748 days']
['13831', 'One-off', '12055 days']
['13832', 'Monthly', '1857 days']
['13833', 'Monthly', '2707 days']
['13839', 'Yearly', '12784 days']
['8057', 'Yearly', '5479 days']
['30010', 'Yearly', '8766 days']
['5629', 'Monthly', '1400 days']
['5628', 'Yearly', '4748 days']
['5627', 'Monthly', '546 days']
['54255', 'Monthly', '2527 days']
['5625', 'Monthly', '2557 days']
['5624', 'Monthly', '182 days']
['5621', 'One-off', '13377 days']
['5620', 'One-off', '10148 days']
['38359', 'Monthly', '730 days']
['38352', 'Monthly', '89 days']
['38353', 'Yearly', '7670 days']
['38354', 'One-off', '15234 days']
['47035', 'Yearly', '6939 days']
['47034', 'Yearly', '10957 days']
['5997', 'Yearly', '6575 days']
['47031', 'Daily', '45 days']
['5990', 'Daily', '23 days']
['47033', 'Yearly', '14245 days']
['5992', 'Yearly', '2922 days']
['11576', 'One-off', '12141 days']
['47039', 'Monthly', '880 days']
['47038', 'Daily', '31 days']
['11571', 'One-off', '16096 days']
['11570', 'One-off', '11044 days']
['19380', 'Daily', '53 days']
['19382', 'One-off', '15976 days']
['19383', 'Yearly', '10227 days']
['19385', 'One-off', '17911 days']
['19386', 'Yearly', '3652 days']
['46120', 'One-off', '13596 days']
['46121', 'Monthly', '700 days']
['46123', 'One-off', '9947 days']
['46127', 'Daily', '15 days']
['39004', 'Monthly', '2344 days']
['39007', 'Monthly', '1888 days']
['39006', 'Monthly', '2739 days']
['39008', 'Monthly', '1522 days']
['19969', 'Yearly', '8400 days']
['16718', 'Daily', '35 days']
['16719', 'Monthly', '1979 days']
['19964', 'One-off', '16673 days']
['16717', 'Yearly', '1461 days']
['19966', 'Yearly', '4018 days']
['16715', 'Monthly', '2315 days']
['19961', 'Monthly', '1065 days']
['19962', 'Yearly', '5114 days']
['12008', 'Monthly', '1340 days']
['12009', 'Daily', '24 days']
['12006', 'Monthly', '2161 days']
['12000', 'Yearly', '9497 days']
['12001', 'One-off', '16447 days']
['26660', 'Yearly', '6209 days']
['44972', 'Monthly', '2283 days']
['9243', 'Yearly', '7305 days']
['9242', 'Daily', '12 days']
['9244', 'One-off', '11284 days']
['9246', 'Monthly', '394 days']
['21608', 'Daily', '48 days']
['21609', 'Monthly', '2465 days']
['21606', 'One-off', '13839 days']
['46483', 'Yearly', '3287 days']
['49574', 'Daily', '46 days']
['21605', 'Monthly', '2284 days']
['21602', 'Yearly', '2557 days']
['21603', 'Yearly', '6940 days']
['46782', 'Yearly', '3652 days']
['49571', 'Daily', '18 days']
['45479', 'Daily', '44 days']
['45473', 'Yearly', '2922 days']
['45472', 'One-off', '16465 days']
['45471', 'Monthly', '2250 days']
['45470', 'Yearly', '2557 days']
['45477', 'Yearly', '5113 days']
['45476', 'Monthly', '1127 days']
['45475', 'One-off', '9428 days']
['45474', 'Yearly', '4383 days']
['44789', 'Monthly', '1219 days']
['44783', 'Yearly', '12419 days']
['44780', 'Monthly', '2071 days']
['44781', 'One-off', '14089 days']
['44787', 'Yearly', '4748 days']
['44784', 'Yearly', '2922 days']
['23019', 'Yearly', '7670 days']
['58066', 'Yearly', '7670 days']
['46873', 'One-off', '15669 days']
['46870', 'One-off', '10047 days']
['58062', 'One-off', '12922 days']
['58060', 'Daily', '40 days']
['46875', 'Monthly', '2314 days']
['45781', 'Yearly', '6209 days']
['45780', 'Monthly', '90 days']
['45782', 'Monthly', '184 days']
['45785', 'Monthly', '1339 days']
['45784', 'Yearly', '5113 days']
['45786', 'Yearly', '1461 days']
['45788', 'Daily', '13 days']
['10715', 'One-off', '12490 days']
['10716', 'Monthly', '975 days']
['53727', 'Monthly', '2679 days']
['10710', 'Yearly', '8036 days']
['53721', 'Monthly', '731 days']
['53722', 'Yearly', '15340 days']
['14877', 'One-off', '10054 days']
['14876', 'Monthly', '2740 days']
['14871', 'Monthly', '823 days']
['14873', 'Yearly', '8766 days']
['14872', 'Monthly', '1614 days']
['37274', 'Daily', '43 days']
['14878', 'Yearly', '5114 days']
['37277', 'Yearly', '5114 days']
['13066', 'Daily', '32 days']
['13065', 'Yearly', '14610 days']
['13064', 'Daily', '41 days']
['13063', 'Yearly', '10227 days']
['13061', 'Yearly', '14244 days']
['13069', 'Monthly', '549 days']
['13068', 'Monthly', '396 days']
['54185', 'Yearly', '8036 days']
['54181', 'Monthly', '2738 days']
['54180', 'One-off', '14739 days']
['54183', 'Yearly', '9496 days']
['20262', 'Yearly', '6575 days']
['20261', 'One-off', '14095 days']
['20260', 'Monthly', '1949 days']
['44430', 'Monthly', '1704 days']
['40952', 'Yearly', '13880 days']
['40951', 'Monthly', '304 days']
['40950', 'Yearly', '2557 days']
['44435', 'Daily', '29 days']
['40955', 'Yearly', '7305 days']
['29779', 'Daily', '45 days']
['44438', 'Monthly', '337 days']
['40959', 'Monthly', '273 days']
['40958', 'Monthly', '1765 days']
['23518', 'Yearly', '3287 days']
['23519', 'Daily', '22 days']
['23512', 'Monthly', '1917 days']
['27609', 'Yearly', '11323 days']
['27600', 'Yearly', '2556 days']
['27601', 'Monthly', '762 days']
['27602', 'Yearly', '9131 days']
['27604', 'Yearly', '8035 days']
['27607', 'One-off', '15606 days']
['29865', 'Yearly', '3653 days']
['8538', 'Daily', '22 days']
['8539', 'One-off', '14311 days']
['12829', 'Monthly', '2072 days']
['12824', 'Yearly', '2556 days']
['8532', 'Monthly', '608 days']
['8533', 'Yearly', '14976 days']
['8534', 'Yearly', '11323 days']
['12821', 'Yearly', '9131 days']
['12823', 'Yearly', '8766 days']
['50406', 'Yearly', '2557 days']
['50401', 'Yearly', '2192 days']
['50408', 'Monthly', '2618 days']
['53630', 'One-off', '10717 days']
['52802', 'Daily', '43 days']
['22649', 'Monthly', '549 days']
['22648', 'Yearly', '1096 days']
['52806', 'Monthly', '1461 days']
['52807', 'Yearly', '3653 days']
['52804', 'Monthly', '122 days']
['52805', 'Monthly', '762 days']
['22643', 'One-off', '10550 days']
['22641', 'Monthly', '1887 days']
['22640', 'Yearly', '4383 days']
['22645', 'Daily', '45 days']
['22644', 'Monthly', '2557 days']
